단지명,전용면적,위도,경도,지하철역까지(m),환율,맛집,문화공간,문화재,쇼핑,버스정류장까지(m),버스정류장,금리,보증금고려월세,지하철역,소비자물가지수,종합주가지수,주택담보대출금리,예측일일가격,예측월세가격,기존월세가격,월수입차액,주소
충무로헤센스마트,21.04,37.56134257,126.9985981,399.4739357,1195.2,117,36,52,32,166.9549957,퇴계로5가,1.25,81.04166667,충무로역,104.69,2865.55,2.82,13.031416,136.82986,81.04166667,55.78819783195313,서울특별시 중구 충무로5가
신당파인힐하나유보라,30.4927,37.56478,127.02471,413.0128704,1211.1,18,7,4,22,17.8702148,신당파인힐하나유보라,1.25,70.16666667,상왕십리역,106.06,2698.72,2.93,11.947891,125.45286,70.16666667,55.28619130119141,서울특별시 중구 신당동
더플레이스충정로,17.68,37.55898079,126.9660682,169.5458754,1197.8,90,31,86,5,152.2182876,종근당.충정로역,1.25,70.04166667,충정로(경기대입구)역,105.3,2724.02,2.88,11.854588,124.47317,70.04166667,54.4315007494336,서울특별시 중구 중림동
더플레이스충정로,22.67,37.55898079,126.9660682,169.5458754,1196.4,90,31,86,5,152.2182876,종근당.충정로역,1.25,76.04166667,충정로(경기대입구)역,105.3,2724.02,2.88,12.369196,129.87656,76.04166667,53.83488972648438,서울특별시 중구 중림동
한진해모로,27.27,37.56372841,127.0257107,329.2851317,1230.1,18,7,4,16,155.7631519,신당초등학교,1.5,14.87875,상왕십리역,106.85,2703.24,2.98,6.46004,67.83042,14.87875,52.95167144775391,서울특별시 중구 신당동
동대문솔하임,19.67,37.56771654,127.0163481,174.3397766,1202.7,42,14,17,30,87.47235825,성동공업고등학교(무궁화회관),1.25,86.04166667,신당역,106.06,2698.72,2.93,13.215988,138.76787,86.04166667,52.72620137199219,서울특별시 중구 흥인동
리하우스(LEEHAUS),30.357,37.55991429,126.9666325,200.5556823,1436.6,102,32,89,7,114.0273568,한국경제신문사.서소문역사공원,3.0,81.0,충정로(경기대입구)역,109.21,2230.27,3.52,12.70617,133.41478,81.0,52.41477966308594,서울특별시 중구 중림동
충무로헤센스마트,19.76,37.56134257,126.9985981,399.4739357,1269.4,117,36,52,32,166.9549957,퇴계로5가,1.5,71.25,충무로역,106.85,2703.24,2.98,11.7735615,123.6224,71.25,52.37239837646485,서울특별시 중구 충무로5가
더플레이스충정로,17.04,37.55898079,126.9660682,169.5458754,1236.6,90,31,86,5,152.2182876,종근당.충정로역,1.5,71.25,충정로(경기대입구)역,106.85,2703.24,2.98,11.737456,123.243286,71.25,51.9932861328125,서울특별시 중구 중림동
더플레이스충정로,17.68,37.55898079,126.9660682,169.5458754,1419.3,90,31,86,5,152.2182876,종근당.충정로역,3.0,71.5,충정로(경기대입구)역,109.21,2230.27,3.52,11.749245,123.36707,71.5,51.86707305908203,서울특별시 중구 중림동
삼정아트테라스정동,14.2664,37.56325109,126.9720315,300.913761,1404.2,143,42,101,11,230.6842081,서소문KAL빌딩,3.0,70.0,시청역,109.21,2230.27,3.52,11.602352,121.82469,70.0,51.82469177246094,서울특별시 중구 정동
파크원빌,20.01,37.56036707,127.0045435,173.3487208,1228.7,87,29,50,29,101.4930814,장충동.동국대입구,1.25,71.04166667,동대입구역,106.06,2698.72,2.93,11.5344095,121.1113,71.04166667,50.06963093742188,서울특별시 중구 장충동2가
동대문와이즈캐슬,15.55,37.56575366,127.0154437,76.3137868,1297.9,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,2.25,61.875,신당역,108.74,2362.79,3.17,10.5883665,111.17785,61.875,49.30284881591797,서울특별시 중구 흥인동
청계우성아트윈,16.1,37.56985003,127.0222559,522.3118814,1418.1,22,7,4,23,149.3767938,황학동롯데캐슬,3.0,52.5,신당역,109.21,2230.27,3.52,9.6688385,101.522804,52.5,49.02280426025391,서울특별시 중구 황학동
파크원빌,14.22,37.56036707,127.0045435,173.3487208,1216.7,87,29,50,29,101.4930814,장충동.동국대입구,1.5,61.25,동대입구역,106.85,2703.24,2.98,10.449583,109.72062,61.25,48.47061920166016,서울특별시 중구 장충동2가
동대문와이즈캐슬,15.55,37.56575366,127.0154437,76.3137868,1302.7,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,2.25,65.875,신당역,108.74,2362.79,3.17,10.870393,114.13912,65.875,48.264122009277344,서울특별시 중구 흥인동
동대문와이즈캐슬,16.55,37.56575366,127.0154437,76.3137868,1205.7,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,1.25,62.08333333,신당역,105.3,2724.02,2.88,10.474738,109.98476,62.08333333,47.90142313972656,서울특별시 중구 흥인동
동대문와이즈캐슬,15.55,37.56575366,127.0154437,76.3137868,1332.5,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,2.5,65.08333333,신당역,108.62,2479.57,3.27,10.699037,112.33988,65.08333333,47.256548566972654,서울특별시 중구 흥인동
약수역더시티,18.86,37.55320546,127.0107186,121.6217751,1261.8,52,16,29,8,97.2262724,약수역,1.75,86.45833333,약수역,107.56,2628.34,3.03,12.698474,133.33397,86.45833333,46.875635786210935,서울특별시 중구 신당동
더플레이스충정로,17.04,37.55898079,126.9660682,169.5458754,1266.0,90,31,86,5,152.2182876,종근당.충정로역,1.75,71.45833333,충정로(경기대입구)역,108.74,2474.95,3.1,11.269783,118.332726,71.45833333,46.87439219490234,서울특별시 중구 중림동
더플레이스충정로,14.32,37.55898079,126.9660682,169.5458754,1272.7,90,31,86,5,152.2182876,종근당.충정로역,1.75,62.45833333,충정로(경기대입구)역,107.56,2628.34,3.03,10.402118,109.22224,62.45833333,46.76390330330078,서울특별시 중구 중림동
파크원빌,13.51,37.56036707,127.0045435,173.3487208,1199.6,87,29,50,29,101.4930814,장충동.동국대입구,1.25,61.04166667,동대입구역,105.3,2724.02,2.88,10.226971,107.38319,61.04166667,46.34151967033203,서울특별시 중구 장충동2가
파크원빌,13.12,37.56036707,127.0045435,173.3487208,1199.5,87,29,50,29,101.4930814,장충동.동국대입구,1.25,61.04166667,동대입구역,105.3,2724.02,2.88,10.226971,107.38319,61.04166667,46.34151967033203,서울특별시 중구 장충동2가
신당파인힐하나유보라,30.4927,37.56478,127.02471,413.0128704,1298.0,18,7,4,22,17.8702148,신당파인힐하나유보라,2.25,80.5,상왕십리역,108.74,2362.79,3.17,12.060863,126.63905,80.5,46.13905334472656,서울특별시 중구 신당동
파크원빌,13.51,37.56036707,127.0045435,173.3487208,1196.9,87,29,50,29,101.4930814,장충동.동국대입구,1.25,61.04166667,동대입구역,105.3,2724.02,2.88,10.164263,106.72476,61.04166667,45.68309529289063,서울특별시 중구 장충동2가
오렌지카운티을지로,12.26,37.56522767,127.0014111,351.9331046,1429.7,90,33,49,30,111.179738,베이튼호텔,2.5,45.75,을지로4가역,108.93,2333.93,3.38,8.632278,90.63892,45.75,44.88892364501953,서울특별시 중구 오장동
덕수궁롯데캐슬,117.7748,37.56370849,126.970043,377.9433754,1196.0,140,40,99,9,109.1088259,경찰청.동북아역사재단,1.25,312.5,서대문역,105.3,2724.02,2.88,33.98264,356.81772,312.5,44.317718505859375,서울특별시 중구 순화동
동대문와이즈캐슬,15.55,37.56575366,127.0154437,76.3137868,1267.7,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,1.75,64.45833333,신당역,107.56,2628.34,3.03,10.335115,108.518715,64.45833333,44.060381574785154,서울특별시 중구 흥인동
삼정아트테라스정동,14.2664,37.56325109,126.9720315,300.913761,1220.6,143,42,101,11,230.6842081,서소문KAL빌딩,1.25,65.20833333,시청역,106.06,2698.72,2.93,10.329169,108.45628,65.20833333,43.247950239335935,서울특별시 중구 정동
덕수궁롯데캐슬,31.7571,37.56370849,126.970043,377.9433754,1394.2,140,40,99,9,109.1088259,경찰청.동북아역사재단,2.5,137.1666667,서대문역,108.93,2333.93,3.38,17.177423,180.36295,137.1666667,43.19627885664062,서울특별시 중구 순화동
파크원빌,13.51,37.56036707,127.0045435,173.3487208,1436.5,87,29,50,29,101.4930814,장충동.동국대입구,3.0,65.5,동대입구역,109.21,2230.27,3.52,10.308213,108.23624,65.5,42.736236572265625,서울특별시 중구 장충동2가
(73-1),16.69,37.56980153,127.0193293,462.5655164,1287.5,27,7,5,23,104.256132,청계8가.영도교,1.75,46.45833333,신당역,108.74,2474.95,3.1,8.3895235,88.09,46.45833333,41.63166300789062,서울특별시 중구 황학동
남산SKLEADERSVIEW,137.53,37.55912534,126.9806038,219.1012692,1427.2,163,50,119,11,184.967573,남산3호터널.서울애니메이션센터,2.5,317.0,회현(남대문시장)역,108.93,2333.93,3.38,34.08343,357.876,317.0,40.876007080078125,서울특별시 중구 회현동1가
오렌지카운티을지로,12.43,37.56522767,127.0014111,351.9331046,1420.6,90,33,49,30,111.179738,베이튼호텔,3.0,65.5,을지로4가역,109.21,2230.27,3.52,9.892045,103.86647,65.5,38.36647033691406,서울특별시 중구 오장동
오렌지카운티을지로,12.26,37.56522767,127.0014111,351.9331046,1197.1,90,33,49,30,111.179738,베이튼호텔,1.25,58.52083333,을지로4가역,105.3,2724.02,2.88,9.199292,96.59257,58.52083333,38.07173411384765,서울특별시 중구 오장동
약수역더시티,18.86,37.55320546,127.0107186,121.6217751,1428.9,52,16,29,8,97.2262724,약수역,3.0,102.5,약수역,109.21,2230.27,3.52,13.126408,137.82729,102.5,35.32728576660156,서울특별시 중구 신당동
충무로헤센스마트,40.65,37.56134257,126.9985981,399.4739357,1334.1,117,36,52,32,166.9549957,퇴계로5가,3.25,130.4166667,충무로역,109.1,2417.56,3.62,15.715411,165.01181,130.4166667,34.59514360273437,서울특별시 중구 충무로5가
덕수궁롯데캐슬,69.5135,37.56370849,126.970043,377.9433754,1257.1,140,40,99,9,109.1088259,경찰청.동북아역사재단,1.75,287.2916667,서대문역,108.74,2474.95,3.1,30.507624,320.33005,287.2916667,33.03838090742187,서울특별시 중구 순화동
청계리버팰리스B,26.94,37.56988879,127.0206916,481.0798927,1287.5,23,7,4,23,185.3077778,청계8가.영도교,1.75,92.91666667,신당역,108.74,2474.95,3.1,11.94628,125.435936,92.91666667,32.519269304121096,서울특별시 중구 황학동
약수역더시티,19.06,37.55320546,127.0107186,121.6217751,1408.0,52,16,29,8,97.2262724,약수역,2.5,102.0833333,약수역,108.93,2333.93,3.38,12.500752,131.2579,102.0833333,29.17457075273437,서울특별시 중구 신당동
충무로헤센스마트,21.04,37.56134257,126.9985981,399.4739357,1257.6,117,36,52,32,166.9549957,퇴계로5가,1.75,89.45833333,충무로역,108.74,2474.95,3.1,11.296163,118.60971,89.45833333,29.151377363359373,서울특별시 중구 충무로5가
청계리버팰리스A,26.14,37.56974678,127.0207291,466.3286253,1219.4,23,7,4,23,195.8442161,청계8가.영도교,1.25,102.0833333,신당역,106.06,2698.72,2.93,12.452451,130.75073,102.0833333,28.667399121875,서울특별시 중구 황학동
신성아파트,49.88,37.56354625,126.995815,280.8598005,1304.0,131,36,71,27,177.8616882,충무로역8번출구.대한극장앞,2.25,66.875,충무로역,108.74,2362.79,3.17,9.050196,95.02705,66.875,28.15204620361328,서울특별시 중구 인현동2가
롯데캐슬,33.62,37.57081055,127.0214639,533.6157523,1436.6,21,7,4,23,99.4277459,황학동롯데캐슬,3.0,22.0,신설동역,109.21,2230.27,3.52,4.5437336,47.7092,22.0,25.70920181274414,서울특별시 중구 황학동
오렌지카운티을지로,12.43,37.56522767,127.0014111,351.9331046,1286.4,90,33,49,30,111.179738,베이튼호텔,1.75,64.45833333,을지로4가역,107.56,2628.34,3.03,8.35227,87.69884,64.45833333,23.240503950273435,서울특별시 중구 오장동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1323.7,30,13,28,6,38.78579685,버티고개,2.25,10.606875,버티고개역,108.74,2362.79,3.17,3.0726352,32.26267,10.606875,21.65579360961914,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1311.7,30,13,28,6,38.78579685,버티고개,2.25,11.540625,버티고개역,108.74,2362.79,3.17,3.0726352,32.26267,11.540625,20.722043609619146,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1299.3,30,13,28,6,38.78579685,버티고개,2.25,11.09375,버티고개역,108.74,2362.79,3.17,3.0078323,31.58224,11.09375,20.488489151000977,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1241.1,30,13,28,6,38.78579685,버티고개,1.75,11.50270833,버티고개역,108.74,2474.95,3.1,2.9380627,30.849657,11.50270833,19.34694872871582,서울특별시 중구 신당동
청계리버팰리스A,27.84,37.56974678,127.0207291,466.3286253,1427.0,23,7,4,23,195.8442161,청계8가.영도교,3.0,130.1,신당역,109.21,2230.27,3.52,14.186383,148.95702,130.1,18.857015991210943,서울특별시 중구 황학동
서울역센트럴자이,59.943,37.55478004,126.9644582,546.5467807,1434.8,47,20,55,4,161.2238443,손기정체육공원입구,3.0,272.5,충정로(경기대입구)역,109.21,2230.27,3.52,27.662848,290.4599,272.5,17.95989990234375,서울특별시 중구 만리동2가
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1374.8,30,13,28,6,38.78579685,버티고개,2.5,12.15625,버티고개역,108.93,2333.93,3.38,2.8447075,29.869429,12.15625,17.713178634643555,서울특별시 중구 신당동
롯데캐슬,33.62,37.57081055,127.0214639,533.6157523,1404.2,21,7,4,23,99.4277459,황학동롯데캐슬,3.0,29.46,신설동역,109.21,2230.27,3.52,4.3760796,45.948833,29.46,16.48883346557617,서울특별시 중구 황학동
롯데캐슬,33.62,37.57081055,127.0214639,533.6157523,1325.6,21,7,4,23,99.4277459,황학동롯데캐슬,3.25,29.915,신설동역,109.1,2417.56,3.62,4.370604,45.891342,29.915,15.976342163085938,서울특별시 중구 황학동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1237.1,30,13,28,6,38.78579685,버티고개,1.5,17.58125,버티고개역,106.85,2703.24,2.98,3.187925,33.473213,17.58125,15.89196319580078,서울특별시 중구 신당동
삼정아트테라스정동,13.8874,37.56325109,126.9720315,300.913761,1302.5,143,42,101,11,230.6842081,서소문KAL빌딩,2.5,99.16666667,시청역,108.62,2479.57,3.27,10.839528,113.81505,99.16666667,14.64838154777344,서울특별시 중구 정동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1314.9,30,13,28,6,38.78579685,버티고개,2.25,17.94875,버티고개역,108.74,2362.79,3.17,3.0726352,32.26267,17.94875,14.31391860961914,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1305.9,30,13,28,6,38.78579685,버티고개,2.25,18.371875,버티고개역,108.74,2362.79,3.17,3.0726352,32.26267,18.371875,13.89079360961914,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1300.7,30,13,28,6,38.78579685,버티고개,1.75,17.73791667,버티고개역,108.74,2474.95,3.1,3.0078323,31.58224,17.73791667,13.844322481000976,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1300.7,30,13,28,6,38.78579685,버티고개,1.75,17.73791667,버티고개역,108.74,2474.95,3.1,3.0078323,31.58224,17.73791667,13.844322481000976,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1300.7,30,13,28,6,38.78579685,버티고개,1.75,17.73791667,버티고개역,108.74,2474.95,3.1,3.0078323,31.58224,17.73791667,13.844322481000976,서울특별시 중구 신당동
삼익,59.58,37.55979536,126.9915927,269.8977033,1290.6,166,42,93,19,140.1028231,퇴계로3가.한옥마을.한국의집,1.75,122.9166667,충무로역,108.74,2474.95,3.1,12.987743,136.3713,122.9166667,13.454640673046882,서울특별시 중구 예장동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1303.1,30,13,28,6,38.78579685,버티고개,2.5,18.63541667,버티고개역,108.62,2479.57,3.27,3.049572,32.020504,18.63541667,13.385087327802731,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1322.4,30,13,28,6,38.78579685,버티고개,3.25,19.42604167,버티고개역,109.1,2417.56,3.62,3.071587,32.251663,19.42604167,12.825621538007812,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1390.1,30,13,28,6,38.78579685,버티고개,2.5,18.63541667,버티고개역,108.93,2333.93,3.38,2.8447075,29.869429,18.63541667,11.234011964643551,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1381.2,30,13,28,6,38.78579685,버티고개,2.5,18.63541667,버티고개역,108.93,2333.93,3.38,2.8447075,29.869429,18.63541667,11.234011964643551,서울특별시 중구 신당동
남산타운(임대),32.76,37.54716677,127.0056772,153.7732237,1345.1,30,13,28,6,38.78579685,버티고개,2.5,18.63541667,버티고개역,108.93,2333.93,3.38,2.8447075,29.869429,18.63541667,11.234011964643551,서울특별시 중구 신당동
약수하이츠,32.67,37.5551916,127.0163594,358.1312623,1374.8,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,2.5,16.20416667,신금호역,108.93,2333.93,3.38,2.5953002,27.250652,16.20416667,11.046485643232424,서울특별시 중구 신당동
덕수궁롯데캐슬,42.3686,37.56370849,126.970043,377.9433754,1269.4,140,40,99,9,109.1088259,경찰청.동북아역사재단,1.75,152.9166667,서대문역,107.56,2628.34,3.03,15.61303,163.93681,152.9166667,11.02014665449218,서울특별시 중구 순화동
약수하이츠,32.67,37.5551916,127.0163594,358.1312623,1312.9,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,2.25,15.98375,신금호역,108.74,2362.79,3.17,2.4766712,26.005049,15.98375,10.021298751831054,서울특별시 중구 신당동
청구e편한세상(임대),35.79,37.55996016,127.015451,148.0705762,1300.7,63,20,29,31,70.23484134,청구역,1.75,20.631875,청구역,108.74,2474.95,3.1,2.8989494,30.438969,20.631875,9.807093658447265,서울특별시 중구 신당동
약수하이츠,32.67,37.5551916,127.0163594,358.1312623,1305.9,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,2.25,15.98375,신금호역,108.74,2362.79,3.17,2.3925216,25.121477,15.98375,9.137727127075197,서울특별시 중구 신당동
롯데캐슬,33.62,37.57081055,127.0214639,533.6157523,1287.5,21,7,4,23,99.4277459,황학동롯데캐슬,1.75,27.185,신설동역,108.74,2474.95,3.1,3.4270468,35.98399,27.185,8.798989715576173,서울특별시 중구 황학동
약수하이츠,32.67,37.5551916,127.0163594,358.1312623,1289.7,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,1.75,16.086875,신금호역,108.74,2474.95,3.1,2.360762,24.787998,16.086875,8.701123199462891,서울특별시 중구 신당동
약수하이츠,32.67,37.5551916,127.0163594,358.1312623,1202.4,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,1.25,15.440625,신금호역,104.69,2865.55,2.82,2.1509078,22.58453,15.440625,7.143904876708984,서울특별시 중구 신당동
약수하이츠,32.67,37.5551916,127.0163594,358.1312623,1227.7,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,1.5,25.26625,신금호역,106.85,2703.24,2.98,2.903114,30.482697,25.26625,5.216446533203126,서울특별시 중구 신당동
청계천두산위브더제니스,46.735,37.5668676,127.0171229,117.1399006,1369.7,42,14,17,30,190.9665407,신당역.중앙시장앞,2.5,441.6666667,신당역,108.93,2333.93,3.38,42.336502,444.53326,441.6666667,2.8665974601562425,서울특별시 중구 흥인동
신당파인힐하나유보라,32.5619,37.56478,127.02471,413.0128704,1267.7,18,7,4,22,17.8702148,신당파인힐하나유보라,1.75,84.83333333,상왕십리역,107.56,2628.34,3.03,8.291088,87.05642,84.83333333,2.223086042558592,서울특별시 중구 신당동
남산롯데캐슬아이리스,33.81,37.55822471,126.9817445,310.7749621,1224.2,163,48,118,11,85.65990389,남산3호터널,1.5,173.75,회현(남대문시장)역,106.85,2703.24,2.98,16.511263,173.36826,173.75,-0.381744384765625,서울특별시 중구 회현동1가
신당파인힐하나유보라,32.5619,37.56478,127.02471,413.0128704,1287.5,18,7,4,22,17.8702148,신당파인힐하나유보라,1.75,84.83333333,상왕십리역,108.74,2474.95,3.1,7.993419,83.9309,84.83333333,-0.9024327562695332,서울특별시 중구 신당동
삼정아트테라스정동,30.8396,37.56325109,126.9720315,300.913761,1227.7,143,42,101,11,230.6842081,서소문KAL빌딩,1.5,256.25,시청역,106.85,2703.24,2.98,22.806185,239.46494,256.25,-16.785064697265625,서울특별시 중구 정동
남산롯데캐슬아이리스,176.42,37.55822471,126.9817445,310.7749621,1197.8,163,48,118,11,85.65990389,남산3호터널,1.25,404.1666667,회현(남대문시장)역,105.3,2724.02,2.88,36.147537,379.54913,404.1666667,-24.61753339921876,서울특별시 중구 회현동1가
남산롯데캐슬아이리스,176.42,37.55822471,126.9817445,310.7749621,1202.7,163,48,118,11,85.65990389,남산3호터널,1.25,422.9166667,회현(남대문시장)역,105.3,2724.02,2.88,36.84442,386.86642,422.9166667,-36.05024213945313,서울특별시 중구 회현동1가
쌍용남산플래티넘,139.8,37.5594119,126.9832199,325.4312475,1263.1,175,51,123,11,53.1320518,남산3호터널.서울애니메이션센터,1.5,402.125,명동역,106.85,2703.24,2.98,33.621708,353.02792,402.125,-49.097076416015625,서울특별시 중구 회현동2가
쌍용남산플래티넘,139.8,37.5594119,126.9832199,325.4312475,1299.4,175,51,123,11,53.1320518,남산3호터널.서울애니메이션센터,1.75,395.8333333,명동역,108.74,2474.95,3.1,32.195007,338.04758,395.8333333,-57.78575639570312,서울특별시 중구 회현동2가
남산트라팰리스,116.11,37.55399468,126.9756127,300.4051187,1202.4,115,37,95,8,83.4997359,후암삼거리,1.25,470.8333333,서울역,104.69,2865.55,2.82,35.932106,377.28708,470.8333333,-93.54625444257812,서울특별시 중구 남대문로5가
서울역센트럴자이(임대),39.9541,37.55457608,126.963957,570.35221,1374.8,39,20,55,4,201.7103826,손기정체육공원입구,2.5,245.5,충정로(경기대입구)역,108.93,2333.93,3.38,12.313402,129.29073,245.5,-116.2092742919922,서울특별시 중구 만리동2가
남산롯데캐슬아이리스,176.42,37.55822471,126.9817445,310.7749621,1196.0,163,48,118,11,85.65990389,남산3호터널,1.25,550.8333333,회현(남대문시장)역,105.3,2724.02,2.88,36.147537,379.54913,550.8333333,-171.2841999992188,서울특별시 중구 회현동1가
남산롯데캐슬아이리스,133.98,37.55822471,126.9817445,310.7749621,1245.8,163,48,118,11,85.65990389,남산3호터널,1.75,600.0,회현(남대문시장)역,107.56,2628.34,3.03,38.07288,399.76523,600.0,-200.2347717285156,서울특별시 중구 회현동1가
남산트라팰리스,148.47,37.55399468,126.9756127,300.4051187,1202.4,115,37,95,8,83.4997359,후암삼거리,1.25,675.0,서울역,104.69,2865.55,2.82,35.932106,377.28708,675.0,-297.7129211425781,서울특별시 중구 남대문로5가
남산트라팰리스,148.47,37.55399468,126.9756127,300.4051187,1303.1,115,37,95,8,83.4997359,후암삼거리,2.5,700.0,서울역,108.62,2479.57,3.27,37.004696,388.5493,700.0,-311.4507141113281,서울특별시 중구 남대문로5가
쌍용남산플래티넘,166.24,37.5594119,126.9832199,325.4312475,1228.7,175,51,123,11,53.1320518,남산3호터널.서울애니메이션센터,1.25,702.0833333,명동역,106.06,2698.72,2.93,31.728374,333.14795,702.0833333,-368.9353840812501,서울특별시 중구 회현동2가
